path,relative_path,class_name,label,patient_id,sha256,size_bytes,split
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (110).png,COVID/Covid (110).png,COVID,1,,c96cf8bab15de620c27dd98d8378dfceffa7943f58724d62de6ba2d3c42169c9,136721,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1112).png,COVID/Covid (1112).png,COVID,1,,7b71b4c4e6214178030b407a7407cc02d5ed91468c6a69f2736184757c76b3f3,40137,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1123).png,COVID/Covid (1123).png,COVID,1,,ec3f3cfa71e1c711e796826d3361a4ee099764dd8bef25f219c1a8fbb9bc97a0,95278,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1133).png,COVID/Covid (1133).png,COVID,1,,3904b36d5e802750610cb7292872196f5cd24d7ce92f125bbcaedd5d068bbab7,93838,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1136).png,COVID/Covid (1136).png,COVID,1,,ae5e926ae63aec4e05b679e69c3cf916f2fd565b672aa321e765145042d4d722,92755,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1138).png,COVID/Covid (1138).png,COVID,1,,2a0b16012a8c010aad9254bb3908a6c9ea841388cc120c2f0e87d4bee0b069bf,87674,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (114).png,COVID/Covid (114).png,COVID,1,,8bd9cf5c4e4435ab244accbd9a7ec063bc23c97c85eb3b20edf68a4f304a3544,132178,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1169).png,COVID/Covid (1169).png,COVID,1,,42397707beb7beff989ec90236f086f2030ffe60febb64122fb772bd98a9b4bb,95719,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1172).png,COVID/Covid (1172).png,COVID,1,,c1855c70d0a741d774250d9c5d9af9807cb985360d82f05016d5a2344de58676,90826,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1176).png,COVID/Covid (1176).png,COVID,1,,482d271115e384259873c4d20f2839a88ef3862043a915b6aab26ed51d706e9b,85668,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1178).png,COVID/Covid (1178).png,COVID,1,,efa80a227e807c3d8bdeaee4270742dd568b3285018fe133d3097e797349518b,90426,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1182).png,COVID/Covid (1182).png,COVID,1,,f1ca2de575b522835adf43d3c5888cb8d9706831db5f5ff9d716de03d7be98ea,88320,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1183).png,COVID/Covid (1183).png,COVID,1,,b6b038e42a069e391b59846e21d6831532345aa22ce5b27361eb4fa9f1a0cf9c,81759,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (119).png,COVID/Covid (119).png,COVID,1,,a6d17b28c6ea3f4bb25baf85c288adcb318347f11f919a372592be8f7e4b0df9,141608,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1197).png,COVID/Covid (1197).png,COVID,1,,8518e36cc9175071c0963ca337a27985aa792b8a46a2a61c6fc35163d353a20d,79430,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (12).png,COVID/Covid (12).png,COVID,1,,d960407d1824d373f578b3adba78eacaaef4c9c9c7c70a6b1976b35c09a7697b,41663,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1206).png,COVID/Covid (1206).png,COVID,1,,104f91d661ebffc9f80261810289466d7f74ef189fa9863779fb20d70842df54,90137,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1220).png,COVID/Covid (1220).png,COVID,1,,6d2768f1593c19785495bef625739be85ebd3c663fe1e71aa41365cb961691d5,90182,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1224).png,COVID/Covid (1224).png,COVID,1,,eaf94cd71b3e713ae94e480b7569591e36ea572d847feb370db9141ebc610baa,92678,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1232).png,COVID/Covid (1232).png,COVID,1,,61594e3fdb5abfe1358bb782de337c87bca2a3498dd1623f6a5f157215de2de2,111923,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1235).png,COVID/Covid (1235).png,COVID,1,,8d8a7ee9177a10adc3185514b3a7a248c66d86c0c39070199ac8907a4061d1cd,121351,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1236).png,COVID/Covid (1236).png,COVID,1,,46b8fb176fc28571dde4c48cc344feee087983192ba405c79c98753b2849bf30,119425,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1248).png,COVID/Covid (1248).png,COVID,1,,92a8afa3dec447f2680990a5077b1ed4d4853aa84d1b25cfc075b14f6c7d67a3,119598,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1250).png,COVID/Covid (1250).png,COVID,1,,87bdd5a4a773abaa80fd0ca6dda8eae61a52e817386fa58b1f5d97feced55228,119092,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (1252).png,COVID/Covid (1252).png,COVID,1,,024af4ae14ddb486c02f09a1455a3c85b5d3abf15dc4a67a0b93913b8b844991,125717,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (126).png,COVID/Covid (126).png,COVID,1,,96c5c22c08dd1192a019efaca4d094a37b11f11ad8c6eacc36daad4a8ecd64cf,188674,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (13).png,COVID/Covid (13).png,COVID,1,,05a2fa7533880fa458d1af869f0045035dec71bf4727d9acc1f5dedf10de5e8e,43147,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (140).png,COVID/Covid (140).png,COVID,1,,6da8dd31587cc3cdf1c0028ea3f56947c51d75a86dbb852994a7a74f83182594,88240,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (143).png,COVID/Covid (143).png,COVID,1,,03218d0e682424a895921070dd66a00e56b3cdfaaa84beef624c28b36d111091,92615,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (155).png,COVID/Covid (155).png,COVID,1,,54ac1f735a865dfd26a28c87608b0f69d6354f279ee6cc7c746d2b9bd947a29a,111360,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (16).png,COVID/Covid (16).png,COVID,1,,200eaa2aa8b71b2f2392f5b4c7c851664dd01203b93a20b2a70943845b17b012,45057,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (18).png,COVID/Covid (18).png,COVID,1,,7bd6743d496d8327d11c6504fa889b0de231ba68eaa00243c2ab0b44cf0cdf51,42960,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (180).png,COVID/Covid (180).png,COVID,1,,40eceaaa1d636cd419d3a23fc42229f7a7c6ef05d2381e57893b5486a6904549,99061,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (19).png,COVID/Covid (19).png,COVID,1,,aa96eb2f924829fdbb6415633ea5fd415a78f5004abd598e584a17dd5a620813,43830,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (2).png,COVID/Covid (2).png,COVID,1,,724639262da847c2a8a30ef3565effaf87e4ac1475d3624cabeaa8320d112276,100961,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (203).png,COVID/Covid (203).png,COVID,1,,97fbe95a7ffcf60783064a73ebde429c8ebddd39f3b40d43fd36cfafd22c1179,77590,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (210).png,COVID/Covid (210).png,COVID,1,,5e85817d6e85cfb53504be68c32755768f19f94398fc535b05e3df14f735567e,78878,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (211).png,COVID/Covid (211).png,COVID,1,,a2dbf11ce4cb4301adcf289ce22db686471ea16d1888c2cf2cf736d58ac6b6de,80892,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (214).png,COVID/Covid (214).png,COVID,1,,81a8257632a7e28ee63c966b7ca352da88cf8da8a0564348dfec883438d9b746,75445,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (219).png,COVID/Covid (219).png,COVID,1,,4e071d113647d56e7dcbdb79fd8c4accc6d3897ffaf0b2fae6a2c45fa0aa4b0c,95521,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (235).png,COVID/Covid (235).png,COVID,1,,059b68bf7873103a4e4160d44e416e9f3c6b3587afcfa66a3b18746c1a560cf3,107010,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (244).png,COVID/Covid (244).png,COVID,1,,64fe981dab650e0de4f09992fe024bc30aac429d7bad4d39ed2316bd9e8938e7,83865,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (246).png,COVID/Covid (246).png,COVID,1,,4cdac2784391a39338f17f496aaad587437772787885890718f18ad18ced9834,91723,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (255).png,COVID/Covid (255).png,COVID,1,,1cd27bb1516c73253d0fe41bf0e5fe910ba5f38e88c8464aeb23cb899cac5e76,46655,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (256).png,COVID/Covid (256).png,COVID,1,,9db97b7334020e7fd9d8ac173d77f66547db29de85eb55c5fc389e25b2a3d5b4,50170,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (258).png,COVID/Covid (258).png,COVID,1,,3edfbffe32448cbf41d467f094e4a68ad11a685885d0ac1544729525a91f0839,50437,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (259).png,COVID/Covid (259).png,COVID,1,,d01dd4cc0116f3fe05c74892b4c459994ce6243647485c4dc45b0618a30ecc1a,48852,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (261).png,COVID/Covid (261).png,COVID,1,,cfb0df40dac6b650c567c274ffa12468f14e09284bcbdddea67d8deba2d72924,51594,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (271).png,COVID/Covid (271).png,COVID,1,,ee1771867383cf88b84fe1ffd5a9ea8baf0e336470fcdbb1c4165db70f9193ac,66189,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (28).png,COVID/Covid (28).png,COVID,1,,a2c567f435f04f5ddd540d74f93e113c04d4fdad69988eb1915e474c5d226136,55275,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (281).png,COVID/Covid (281).png,COVID,1,,35e0aea4bb9eec3b11c5167cd4aebebc04987eb08ef466c2b9aecfb17b8cf5ea,71816,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (293).png,COVID/Covid (293).png,COVID,1,,ace3df3d0bc74a997400e5cec46d3ede5bf0278e44c41c30641bcabfebcd1c13,86880,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (296).png,COVID/Covid (296).png,COVID,1,,65e1a4010ab279d274a5a49f34c22f0d66ed22165e83946a45c7523ec9305bfd,101265,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (297).png,COVID/Covid (297).png,COVID,1,,e3adc885c8920578b0e7d829b9d66c0a7fe6359b7675333b17189bdb26741ae4,106088,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (303).png,COVID/Covid (303).png,COVID,1,,39b23b675a4d040a62d57b62377f1e027300e7b397c4bcc50beb7abcb2d06862,72002,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (306).png,COVID/Covid (306).png,COVID,1,,fcb69d5f4c02d7600109dd277013817ff0b8e61976a397a36583ddb98cb002b0,80635,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (307).png,COVID/Covid (307).png,COVID,1,,aef2f46b79020f83be4df7aee1332212367f64cf638b9b8cd3964f8ffd83afd1,82558,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (308).png,COVID/Covid (308).png,COVID,1,,cdfd14fbea7597caf168076e7cdcffe755dd25bf85392f557eb6a0b0e550c8e8,88518,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (309).png,COVID/Covid (309).png,COVID,1,,6c3ebea6f263057d2510027f1ba4fb6769128733a05f16dd03c9f43f51061f50,85521,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (310).png,COVID/Covid (310).png,COVID,1,,15b338d59b55528214879e4f0a853f31bcea362cbc8d583831e10759ec768c33,88959,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (316).png,COVID/Covid (316).png,COVID,1,,c022c2c4233a241010a3e8b6f382435003b4827d3bba0c21143fe5593edf1010,117057,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (32).png,COVID/Covid (32).png,COVID,1,,a0a3e01b39fcf61787b375cc3803cee8563943b652d43ecbe9e3777841281932,62207,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (325).png,COVID/Covid (325).png,COVID,1,,cf5a59448c27de91443418c0ab741e565d6cfad481cb8d49f85888fe74c36c3b,113691,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (33).png,COVID/Covid (33).png,COVID,1,,3a15507bd8bd133e221ad740770a65fcf4c29eba24341660de48ab026c5b54f5,62633,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (332).png,COVID/Covid (332).png,COVID,1,,0253755105f38289cff485129a57cbcd56bf93d0449f3208efd8a0963c8ee7dc,134842,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (340).png,COVID/Covid (340).png,COVID,1,,b2c6d413cbb07ffbb93276bfa9762d3606848bf0a191979e380ca1800aea3180,84964,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (348).png,COVID/Covid (348).png,COVID,1,,511b4dd98928b37fbae71884ff58b6194484270b2c9b327d3b46d397a92a7520,100982,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (349).png,COVID/Covid (349).png,COVID,1,,9385953ff0cc7b5cb394a8eb908d22a8fd8280b420f6ef314cfc111615398835,98898,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (361).png,COVID/Covid (361).png,COVID,1,,efd4dc4cc5d9dc22eb3f60b2acc744a4e62ccdc31486113e987dd41288007e57,58679,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (367).png,COVID/Covid (367).png,COVID,1,,f73d347e95199b48646d5926de76159e0b2d2ff7bc9e61c7d79b7dbf71ada1d5,82193,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (370).png,COVID/Covid (370).png,COVID,1,,65907d8ff3a4642b28c8fe693b4acc00a3ec5d170dc5e966c6372ae37584eca7,93050,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (371).png,COVID/Covid (371).png,COVID,1,,604c0f75ed4d5d614d0b5cebfb74747f1b5e4cde5bd00bae059e765b521b0b60,94703,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (375).png,COVID/Covid (375).png,COVID,1,,96fd6f48d005d737270836b08fff3230f63323697ac3925e045fa89aae433e7e,90093,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (381).png,COVID/Covid (381).png,COVID,1,,26c96b544ccc9e6aab2636fa2507988febd5a2d2e3ff482abe06cea66aad56f4,128405,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (389).png,COVID/Covid (389).png,COVID,1,,9abc5ba278bcd8376514ff2c3342a3fbb5bfa654311f0fb946fb17571ab29a7f,122619,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (390).png,COVID/Covid (390).png,COVID,1,,1f1715110559bfcd5d9ecf7e8f8717ee6ebecfc078ab708f16a88c8f5238ec55,123512,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (393).png,COVID/Covid (393).png,COVID,1,,b8dcdc37c42eea38e7422fc09568ae019e8aaae3a733fadb8b301c0cc29e9230,120884,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (394).png,COVID/Covid (394).png,COVID,1,,ea28dcdee2759162d7151e178b50ebe3d0bf3702955a6405423d693c8030cb52,133679,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (405).png,COVID/Covid (405).png,COVID,1,,8040c58f3972b9f4cff1f670ad255eb0cc0743d3dc5ad4f279381ade5ebde3c1,75018,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (407).png,COVID/Covid (407).png,COVID,1,,8c4770b519e6eb3e1637204deaa7c482c28b188a3ed6e3218ae530902d9d65ea,77485,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (41).png,COVID/Covid (41).png,COVID,1,,f9d049f9d9a149a548a65cb992ab0be6a0b8dce4c4c479b466ad5ee35dc10fce,82785,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (412).png,COVID/Covid (412).png,COVID,1,,c2b0c4e5c38eac87914ec9bcac9d3f3c762f5783cdb9650519e6c414836b237a,89076,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (419).png,COVID/Covid (419).png,COVID,1,,9f244afce2bafe17e7dcca52bf2fa1b1f814f672f6dd135af9d736b76d583c39,106332,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (427).png,COVID/Covid (427).png,COVID,1,,f5256341f8d79be4ca7d841eb0ccea009f9a9fb0987e9abbbc32d8e80ed410a4,118920,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (428).png,COVID/Covid (428).png,COVID,1,,52e8383896b96ad0000bde769dd5d5d7a1cb589d9adf342e4555e5519be09b24,112302,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (429).png,COVID/Covid (429).png,COVID,1,,962316fe192b7d8ccbaf37d44549ace7e149f11ac9a1753a0274441a61e5cb00,108671,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (430).png,COVID/Covid (430).png,COVID,1,,de972cb7e8141efae341aa81dd5bdc450d8b5c8840637e1144f0e058b2ab1929,105353,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (434).png,COVID/Covid (434).png,COVID,1,,32b862f79edaab644d4aa2d498a8f6e2002526be580edc92bb85486b8f267ee0,103688,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (436).png,COVID/Covid (436).png,COVID,1,,667e6eabd0beae519eff8e41f6d3d7fecc0e755447877fc70acd4614ebc792e8,106809,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (439).png,COVID/Covid (439).png,COVID,1,,dfc529f30d89dfe81e54c5705e438799467f4612e762282996f422cec6c0dc6f,104872,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (442).png,COVID/Covid (442).png,COVID,1,,acad8c75f6886f669de6568725060a7e24915737e57c9448c0859022bcec7650,110699,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (462).png,COVID/Covid (462).png,COVID,1,,e4785758aa6ac2fa06ac5730d769947dc0366791e4e563283c8bfa24a0e2224a,80448,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (463).png,COVID/Covid (463).png,COVID,1,,c442ed1631b9b7e7fa2cb606266e58cf4b56a4870f9b9fc2dd44cda326ca12f5,82036,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (464).png,COVID/Covid (464).png,COVID,1,,9cbd802b8a9a11164f674bcfd22f75a46c58e8f963f4c50d0a595bbafaa1f7a7,79753,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (478).png,COVID/Covid (478).png,COVID,1,,d637f24abdeba1279d5209ee595427012159e451054613c42c28d14a6f0e174f,105483,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (482).png,COVID/Covid (482).png,COVID,1,,f20b5c9fce07db1d15642c8cbd19fbb80fa162108504ce521a28913bf34339b9,91262,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (484).png,COVID/Covid (484).png,COVID,1,,36eac0129d75cd7195776038c28b69c4ac05e418800da09e07137192b2e1ad9c,104161,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (485).png,COVID/Covid (485).png,COVID,1,,cc60135e45973ed1584ac3b4b9298b60b3531d59fc70e058d8e022771bdf1c09,104343,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (506).png,COVID/Covid (506).png,COVID,1,,3ab034f00c12fe6d36e3790b03b4c2b045dd86377c8737cf614f6ea64993d5b1,99661,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (519).png,COVID/Covid (519).png,COVID,1,,ce8df346fe3f8eed54034ff7797fc4483282001dde94474515a77fde3e08ba2a,72148,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (523).png,COVID/Covid (523).png,COVID,1,,946646866a9f409428738bc752d86ec6c7a124cb81167844307b72316ee61084,58262,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (526).png,COVID/Covid (526).png,COVID,1,,c55477dd2a2368467fbe87de783ab60606f6bb64bd5e9f5ff575b5c620841b28,60830,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (539).png,COVID/Covid (539).png,COVID,1,,e51f137fcf6e0f398c38d92357af46bbc6a2bf36f300456e543b5d34c211a877,59611,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (543).png,COVID/Covid (543).png,COVID,1,,7c1750f818734cf069aac2e996c078cdaeaa4dbdc12eb88b2358e5412abad15d,59338,test
/kaggle/input/datasets/plameneduardo/sarscov2-ctscan-dataset/COVID/Covid (552).png,COVID/Covid (552).png,COVID,1,,91287a244d3a35f33e5bc0dfa5a65fa6112331d953428287e74959b374693ae1,62569,test
